OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE
Hyundai,Xcent,Sedan,6,2017,11,2841
Mahindra,Bolero,MUV,8.99,2017,11,4911
Mahindra,KUV100,Hatchback,6.19,2017,11,2190
Mahindra,Scorpio,SUV,13.18,2017,11,3660
Mahindra,TUV300,SUV,15,2017,11,2135
Mahindra,"Verito, Vibe",Sedan,10,2017,11,74
Mahindra,XUV500,SUV,13,2017,11,1229
Mahindra,Xylo,MUV,8.86,2017,11,356
Maruti Suzuki,Alto,Hatchback,3.25,2017,11,24166
Maruti Suzuki,Baleno,Hatchback,6.03,2017,11,17769
Maruti Suzuki,Celerio,Hatchback,5.14,2017,11,8437
Maruti Suzuki,Ciaz,Sedan,8.67,2017,11,4009
Maruti Suzuki,Dzire,Sedan,6.09,2017,11,22492
Maruti Suzuki,Ertiga,MUV,8.11,2017,11,4682
Maruti Suzuki,Gypsy,MUV,6.5,2017,11,569
Maruti Suzuki,Ignis,Hatchback,5.08,2017,11,3412
Maruti Suzuki,Omni,MUV,2.08,2017,11,6769
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,11,3363
Maruti Suzuki,Swift,Hatchback,5.9,2017,11,13337
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,11,14458
Maruti Suzuki,WagonR,Hatchback,5.16,2017,11,14038
Maruti Suzuki,Еесо,MUV,4.53,2017,11,6796
Nissan,Micra,Hatchback,6.63,2017,11,566
Nissan,Sunny,Sedan,7.07,2017,11,208
Nissan,Terrano,SUV,10,2017,11,124
Renault,Kwid,Hatchback,4.24,2017,11,5726
Renault,Lodgy,MUV,8.63,2017,11,157
Skoda,Octavia,Sedan,26.29,2017,11,263
Skoda,Rapid,Sedan,11.99,2017,11,874
Skoda,Superb,Sedan,32.85,2017,11,101
Tata,Bolt,Hatchback,5.25,2017,11,259
Tata,Nano,Hatchback,2.05,2017,11,121
Tata,"Safari, Storme",SUV,11.09,2017,11,217
Tata,Sumo,MUV,5.26,2017,11,457
Tata,Tiago,Hatchback,5.19,2017,11,7416
Tata,Tigor,Sedan,5.79,2017,11,2564
Tata,Zest,Sedan,5.82,2017,11,1003
Tata,Hexa,MUV,13.69,2017,11,764
Toyota,Camry,Sedan,41.7,2017,11,13
Toyota,Corolla,Sedan,16.46,2017,11,340
Toyota,Etios,Sedan,7.04,2017,11,2116
Toyota,Fortuner,SUV,31.38,2017,11,2271
Toyota,Innova,MUV,17.3,2017,11,6673
Toyota,Landcruiser,SUV,147,2017,11,8
Toyota,"Liva, Cross",Hatchback,5.68,2017,11,1312
Volkswagen,Polo,Hatchback,6.49,2017,11,1525
Volkswagen,Vento,Sedan,10,2017,11,4602
Datsun,Go,Hatchback,4.03,2017,12,442
Datsun,Go Plus,MUV,4.26,2017,12,577
Datsun,RediGo,Hatchback,3.98,2017,12,1757
Fiat,"Evo, Avventura",Hatchback,6.57,2017,12,54
Fiat,Linea,Sedan,7.19,2017,12,14
Ford,Aspire,Sedan,7.28,2017,12,2346
Ford,EcoSport,SUV,8.19,2017,12,1733
Ford,Endeavour,SUV,29.99,2017,12,326
Ford,Figo,Hatchback,5.82,2017,12,679
Ford,Mustang,Others,74.61,2017,12,3
Honda,Amaze,Sedan,6.38,2017,12,1415
Honda,Brio,Hatchback,4.73,2017,12,291
Honda,BRV,SUV,13.9,2017,12,880
Honda,City,Sedan,15.18,2017,12,4365
Honda,CRV,SUV,28.34,2017,12,40
Honda,Jazz,Hatchback,7.81,2017,12,1891
Honda,WRV,SUV,8.82,2017,12,3760
Hyundai,Creta,SUV,10.22,2017,12,6755
Hyundai,Elantra,Sedan,17.86,2017,12,114
Hyundai,Elite i20,Hatchback,5.57,2017,12,9847
Hyundai,Eon,Hatchback,3.33,2017,12,5672
Hyundai,Grand i10,Hatchback,5,2017,12,12955
Hyundai,Tucson,SUV,23,2017,12,156
Hyundai,Verna,Sedan,8,2017,12,1953
Hyundai,Xcent,Sedan,6,2017,12,2706
Mahindra,Bolero,MUV,8.99,2017,12,5529
Mahindra,KUV100,Hatchback,6.19,2017,12,1660
Mahindra,Scorpio,SUV,13.18,2017,12,3333
Mahindra,TUV300,SUV,15,2017,12,1801
Mahindra,"Verito, Vibe",Sedan,10,2017,12,33
Mahindra,XUV500,SUV,13,2017,12,1419
Mahindra,Xylo,MUV,8.86,2017,12,445
Maruti Suzuki,Alto,Hatchback,3.25,2017,12,20346
Maruti Suzuki,Baleno,Hatchback,6.03,2017,12,14551
Maruti Suzuki,Celerio,Hatchback,5.14,2017,12,6161
Maruti Suzuki,Ciaz,Sedan,8.67,2017,12,2382
Maruti Suzuki,Dzire,Sedan,6.09,2017,12,21145
Maruti Suzuki,Ertiga,MUV,8.11,2017,12,4288
Maruti Suzuki,Gypsy,MUV,6.5,2017,12,601
Maruti Suzuki,Ignis,Hatchback,5.08,2017,12,1686
Maruti Suzuki,Omni,MUV,2.08,2017,12,5678
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,12,2847
Maruti Suzuki,Swift,Hatchback,5.9,2017,12,9793
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,12,11540
Maruti Suzuki,WagonR,Hatchback,5.16,2017,12,11800
Maruti Suzuki,Еесо,MUV,4.53,2017,12,5742
Nissan,Micra,Hatchback,6.63,2017,12,423
Nissan,Sunny,Sedan,7.07,2017,12,333
Nissan,Terrano,SUV,10,2017,12,125
Renault,Kwid,Hatchback,4.24,2017,12,6953
Renault,Lodgy,MUV,8.63,2017,12,214
Skoda,Octavia,Sedan,26.29,2017,12,243
Skoda,Rapid,Sedan,11.99,2017,12,1090
Skoda,Superb,Sedan,32.85,2017,12,218
Tata,Bolt,Hatchback,5.25,2017,12,157
Tata,Nano,Hatchback,2.05,2017,12,94
Tata,"Safari, Storme",SUV,11.09,2017,12,301
Tata,Sumo,MUV,5.26,2017,12,494
Tata,Tiago,Hatchback,5.19,2017,12,5242
Tata,Tigor,Sedan,5.79,2017,12,1270
Tata,Zest,Sedan,5.82,2017,12,1237
Tata,Hexa,MUV,13.69,2017,12,1219
Toyota,Camry,Sedan,41.7,2017,12,20
Toyota,Corolla,Sedan,16.46,2017,12,285
Toyota,Etios,Sedan,7.04,2017,12,1728
Toyota,Fortuner,SUV,31.38,2017,12,1591
Toyota,Innova,MUV,17.3,2017,12,5947
Toyota,Landcruiser,SUV,147,2017,12,13
Toyota,"Liva, Cross",Hatchback,5.68,2017,12,1209
Volkswagen,Polo,Hatchback,6.49,2017,12,1569
Volkswagen,Vento,Sedan,10,2017,12,548
