OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE
Honda,Amaze,Sedan,6.38,2017,4,2029
Honda,Brio,Hatchback,4.73,2017,4,438
Honda,BRV,SUV,13.9,2017,4,701
Honda,City,Sedan,15.18,2017,4,5948
Honda,CRV,SUV,28.34,2017,4,36
Honda,Jazz,Hatchback,7.81,2017,4,2061
Honda,WRV,SUV,8.82,2017,4,3266
Hyundai,Creta,SUV,10.22,2017,4,9213
Hyundai,Elantra,Sedan,17.86,2017,4,227
Hyundai,Elite i20,Hatchback,5.57,2017,4,12668
Hyundai,Eon,Hatchback,3.33,2017,4,5379
Hyundai,Grand i10,Hatchback,5,2017,4,12001
Hyundai,Tucson,SUV,23,2017,4,121
Hyundai,Verna,Sedan,8,2017,4,682
Hyundai,Xcent,Sedan,6,2017,4,4446
Mahindra,Bolero,MUV,8.99,2017,4,6358
Mahindra,KUV100,Hatchback,6.19,2017,4,2141
Mahindra,Scorpio,SUV,13.18,2017,4,4489
Mahindra,TUV300,SUV,15,2017,4,1988
Mahindra,"Verito, Vibe",Sedan,10,2017,4,16
Mahindra,XUV500,SUV,13,2017,4,1999
Mahindra,Xylo,MUV,8.86,2017,4,746
Maruti Suzuki,Alto,Hatchback,3.25,2017,4,22549
Maruti Suzuki,Baleno,Hatchback,6.03,2017,4,17530
Maruti Suzuki,Celerio,Hatchback,5.14,2017,4,8425
Maruti Suzuki,Ciaz,Sedan,8.67,2017,4,7024
Maruti Suzuki,Dzire,Sedan,6.09,2017,4,8797
Maruti Suzuki,Ertiga,MUV,8.11,2017,4,6742
Maruti Suzuki,Gypsy,MUV,6.5,2017,4,567
Maruti Suzuki,Ignis,Hatchback,5.08,2017,4,5030
Maruti Suzuki,Omni,MUV,2.08,2017,4,7628
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,4,2676
Maruti Suzuki,Swift,Hatchback,5.9,2017,4,23802
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,4,10653
Maruti Suzuki,WagonR,Hatchback,5.16,2017,4,16348
Maruti Suzuki,Еесо,MUV,4.53,2017,4,6310
Nissan,Micra,Hatchback,6.63,2017,4,596
Nissan,Sunny,Sedan,7.07,2017,4,105
Nissan,Terrano,SUV,10,2017,4,440
Renault,Kwid,Hatchback,4.24,2017,4,7956
Renault,Lodgy,MUV,8.63,2017,4,240
Skoda,Octavia,Sedan,26.29,2017,4,155
Skoda,Rapid,Sedan,11.99,2017,4,1077
Skoda,Superb,Sedan,32.85,2017,4,140
Tata,Bolt,Hatchback,5.25,2017,4,475
Tata,Nano,Hatchback,2.05,2017,4,350
Tata,"Safari, Storme",SUV,11.09,2017,4,345
Tata,Sumo,MUV,5.26,2017,4,49
Tata,Tiago,Hatchback,5.19,2017,4,4115
Tata,Tigor,Sedan,5.79,2017,4,3638
Tata,Zest,Sedan,5.82,2017,4,1985
Tata,Hexa,MUV,13.69,2017,4,1213
Toyota,Camry,Sedan,41.7,2017,4,113
Toyota,Corolla,Sedan,16.46,2017,4,724
Toyota,Etios,Sedan,7.04,2017,4,2196
Toyota,Fortuner,SUV,31.38,2017,4,2226
Toyota,Innova,MUV,17.3,2017,4,6589
Toyota,Landcruiser,SUV,147,2017,4,18
Toyota,"Liva, Cross",Hatchback,5.68,2017,4,1098
Volkswagen,Polo,Hatchback,6.49,2017,4,1837
Volkswagen,Vento,Sedan,10,2017,4,564
Datsun,Go,Hatchback,4.03,2017,5,430
Datsun,Go Plus,MUV,4.26,2017,5,425
Datsun,RediGo,Hatchback,3.98,2017,5,1689
Fiat,"Evo, Avventura",Hatchback,6.57,2017,5,280
Fiat,Linea,Sedan,7.19,2017,5,58
Ford,Aspire,Sedan,7.28,2017,5,1669
Ford,EcoSport,SUV,8.19,2017,5,3565
Ford,Endeavour,SUV,29.99,2017,5,335
Ford,Figo,Hatchback,5.82,2017,5,1164
Ford,Mustang,Others,74.61,2017,5,9
Honda,Amaze,Sedan,6.38,2017,5,1323
Honda,Brio,Hatchback,4.73,2017,5,378
Honda,BRV,SUV,13.9,2017,5,870
Honda,City,Sedan,15.18,2017,5,4046
Honda,CRV,SUV,28.34,2017,5,29
Honda,Jazz,Hatchback,7.81,2017,5,1818
Honda,WRV,SUV,8.82,2017,5,2814
Hyundai,Creta,SUV,10.22,2017,5,8377
Hyundai,Elantra,Sedan,17.86,2017,5,189
Hyundai,Elite i20,Hatchback,5.57,2017,5,10667
Hyundai,Eon,Hatchback,3.33,2017,5,5330
Hyundai,Grand i10,Hatchback,5,2017,5,12984
Hyundai,Tucson,SUV,23,2017,5,86
Hyundai,Verna,Sedan,8,2017,5,563
Hyundai,Xcent,Sedan,6,2017,5,3804
Mahindra,Bolero,MUV,8.99,2017,5,6832
Mahindra,KUV100,Hatchback,6.19,2017,5,1989
Mahindra,Scorpio,SUV,13.18,2017,5,4730
Mahindra,TUV300,SUV,15,2017,5,2341
Mahindra,"Verito, Vibe",Sedan,10,2017,5,9
Mahindra,XUV500,SUV,13,2017,5,2093
Mahindra,Xylo,MUV,8.86,2017,5,681
Maruti Suzuki,Alto,Hatchback,3.25,2017,5,23618
Maruti Suzuki,Baleno,Hatchback,6.03,2017,5,14629
Maruti Suzuki,Celerio,Hatchback,5.14,2017,5,6142
Maruti Suzuki,Ciaz,Sedan,8.67,2017,5,4724
Maruti Suzuki,Dzire,Sedan,6.09,2017,5,9413
Maruti Suzuki,Ertiga,MUV,8.11,2017,5,7121
Maruti Suzuki,Gypsy,MUV,6.5,2017,5,863
Maruti Suzuki,Ignis,Hatchback,5.08,2017,5,4518
Maruti Suzuki,Omni,MUV,2.08,2017,5,6835
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,5,2249
Maruti Suzuki,Swift,Hatchback,5.9,2017,5,16532
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,5,12375
Maruti Suzuki,WagonR,Hatchback,5.16,2017,5,15471
Maruti Suzuki,Еесо,MUV,4.53,2017,5,5758
Nissan,Micra,Hatchback,6.63,2017,5,570
Nissan,Sunny,Sedan,7.07,2017,5,202
Nissan,Terrano,SUV,10,2017,5,391
Renault,Kwid,Hatchback,4.24,2017,5,6990
Renault,Lodgy,MUV,8.63,2017,5,207
Skoda,Octavia,Sedan,26.29,2017,5,127
Skoda,Rapid,Sedan,11.99,2017,5,851
Skoda,Superb,Sedan,32.85,2017,5,86
Tata,Bolt,Hatchback,5.25,2017,5,260
Tata,Nano,Hatchback,2.05,2017,5,355
Tata,"Safari, Storme",SUV,11.09,2017,5,240
Tata,Sumo,MUV,5.26,2017,5,94
Tata,Tiago,Hatchback,5.19,2017,5,4901
Tata,Tigor,Sedan,5.79,2017,5,2344
Tata,Zest,Sedan,5.82,2017,5,1356
Tata,Hexa,MUV,13.69,2017,5,727
Toyota,Camry,Sedan,41.7,2017,5,119
Toyota,Corolla,Sedan,16.46,2017,5,543
Toyota,Etios,Sedan,7.04,2017,5,1530
Toyota,Fortuner,SUV,31.38,2017,5,1961
Toyota,Innova,MUV,17.3,2017,5,5643
Toyota,Landcruiser,SUV,147,2017,5,14
Toyota,"Liva, Cross",Hatchback,5.68,2017,5,1103
Volkswagen,Polo,Hatchback,6.49,2017,5,1658
Volkswagen,Vento,Sedan,10,2017,5,530
Datsun,Go,Hatchback,4.03,2017,6,594
Datsun,Go Plus,MUV,4.26,2017,6,522
Datsun,RediGo,Hatchback,3.98,2017,6,2261
Fiat,"Evo, Avventura",Hatchback,6.57,2017,6,167
Fiat,Linea,Sedan,7.19,2017,6,39
Ford,Aspire,Sedan,7.28,2017,6,1669
Ford,EcoSport,SUV,8.19,2017,6,3565
Ford,Endeavour,SUV,29.99,2017,6,335
Ford,Figo,Hatchback,5.82,2017,6,1164
Ford,Mustang,Others,74.61,2017,6,9
Honda,Amaze,Sedan,6.38,2017,6,1193
Honda,Brio,Hatchback,4.73,2017,6,283
Honda,BRV,SUV,13.9,2017,6,567
Honda,City,Sedan,15.18,2017,6,5187
Honda,CRV,SUV,28.34,2017,6,24
Honda,Jazz,Hatchback,7.81,2017,6,1307
Honda,WRV,SUV,8.82,2017,6,4243
Hyundai,Creta,SUV,10.22,2017,6,6436
Hyundai,Elantra,Sedan,17.86,2017,6,159
Hyundai,Elite i20,Hatchback,5.57,2017,6,10609
Hyundai,Eon,Hatchback,3.33,2017,6,4231
Hyundai,Grand i10,Hatchback,5,2017,6,12317
Hyundai,Tucson,SUV,23,2017,6,56
Hyundai,Verna,Sedan,8,2017,6,326
Hyundai,Xcent,Sedan,6,2017,6,3425
Mahindra,Bolero,MUV,8.99,2017,6,6290
Mahindra,KUV100,Hatchback,6.19,2017,6,1449
Mahindra,Scorpio,SUV,13.18,2017,6,3279
Mahindra,TUV300,SUV,15,2017,6,2121
Mahindra,"Verito, Vibe",Sedan,10,2017,6,4
Mahindra,XUV500,SUV,13,2017,6,1598
Mahindra,Xylo,MUV,8.86,2017,6,264
Maruti Suzuki,Alto,Hatchback,3.25,2017,6,14856
Maruti Suzuki,Baleno,Hatchback,6.03,2017,6,9057
Maruti Suzuki,Celerio,Hatchback,5.14,2017,6,6375
Maruti Suzuki,Ciaz,Sedan,8.67,2017,6,3950
Maruti Suzuki,Dzire,Sedan,6.09,2017,6,12049
Maruti Suzuki,Ertiga,MUV,8.11,2017,6,4895
Maruti Suzuki,Gypsy,MUV,6.5,2017,6,463
Maruti Suzuki,Ignis,Hatchback,5.08,2017,6,3113
Maruti Suzuki,Omni,MUV,2.08,2017,6,4685
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,6,228
Maruti Suzuki,Swift,Hatchback,5.9,2017,6,9902
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,6,8293
Maruti Suzuki,WagonR,Hatchback,5.16,2017,6,10668
Maruti Suzuki,Еесо,MUV,4.53,2017,6,4523
Nissan,Micra,Hatchback,6.63,2017,6,727
Nissan,Sunny,Sedan,7.07,2017,6,191
Nissan,Terrano,SUV,10,2017,6,286
Renault,Kwid,Hatchback,4.24,2017,6,5439
Renault,Lodgy,MUV,8.63,2017,6,168
Skoda,Octavia,Sedan,26.29,2017,6,69
Skoda,Rapid,Sedan,11.99,2017,6,871
Skoda,Superb,Sedan,32.85,2017,6,78
Tata,Bolt,Hatchback,5.25,2017,6,208
Tata,Nano,Hatchback,2.05,2017,6,167
Tata,"Safari, Storme",SUV,11.09,2017,6,216
Tata,Sumo,MUV,5.26,2017,6,425
Tata,Tiago,Hatchback,5.19,2017,6,5438
Tata,Tigor,Sedan,5.79,2017,6,2163
Tata,Zest,Sedan,5.82,2017,6,1595
Tata,Hexa,MUV,13.69,2017,6,550
Toyota,Camry,Sedan,41.7,2017,6,78
Toyota,Corolla,Sedan,16.46,2017,6,42
Toyota,Etios,Sedan,7.04,2017,6,195
Toyota,Fortuner,SUV,31.38,2017,6,356
Toyota,Innova,MUV,17.3,2017,6,1068
Toyota,Landcruiser,SUV,147,2017,6,5
Toyota,"Liva, Cross",Hatchback,5.68,2017,6,228
Volkswagen,Polo,Hatchback,6.49,2017,6,1827
Volkswagen,Vento,Sedan,10,2017,6,582
Datsun,Go,Hatchback,4.03,2017,7,404
Datsun,Go Plus,MUV,4.26,2017,7,386
Datsun,RediGo,Hatchback,3.98,2017,7,2688
Fiat,"Evo, Avventura",Hatchback,6.57,2017,7,135
Fiat,Linea,Sedan,7.19,2017,7,38
Ford,Aspire,Sedan,7.28,2017,7,2074
Ford,EcoSport,SUV,8.19,2017,7,4375
Ford,Endeavour,SUV,29.99,2017,7,1030
Ford,Figo,Hatchback,5.82,2017,7,931
Ford,Mustang,Others,74.61,2017,7,8
Honda,Amaze,Sedan,6.38,2017,7,2913
Honda,Brio,Hatchback,4.73,2017,7,396
Honda,BRV,SUV,13.9,2017,7,1042
Honda,City,Sedan,15.18,2017,7,4854
Honda,CRV,SUV,28.34,2017,7,15
Honda,Jazz,Hatchback,7.81,2017,7,2971
Honda,WRV,SUV,8.82,2017,7,4894
Hyundai,Creta,SUV,10.22,2017,7,10556
Hyundai,Elantra,Sedan,17.86,2017,7,158
Hyundai,Elite i20,Hatchback,5.57,2017,7,11390
Hyundai,Eon,Hatchback,3.33,2017,7,4032
Hyundai,Grand i10,Hatchback,5,2017,7,12002
Hyundai,Tucson,SUV,23,2017,7,116
Hyundai,Verna,Sedan,8,2017,7,520
Hyundai,Xcent,Sedan,6,2017,7,4219
Mahindra,Bolero,MUV,8.99,2017,7,6597
Mahindra,KUV100,Hatchback,6.19,2017,7,1889
Mahindra,Scorpio,SUV,13.18,2017,7,4389
Mahindra,TUV300,SUV,15,2017,7,2384
Mahindra,"Verito, Vibe",Sedan,10,2017,7,34
Mahindra,XUV500,SUV,13,2017,7,2282
Mahindra,Xylo,MUV,8.86,2017,7,724
Maruti Suzuki,Alto,Hatchback,3.25,2017,7,26009
Maruti Suzuki,Baleno,Hatchback,6.03,2017,7,19153
Maruti Suzuki,Celerio,Hatchback,5.14,2017,7,11087
Maruti Suzuki,Ciaz,Sedan,8.67,2017,7,6377
Maruti Suzuki,Dzire,Sedan,6.09,2017,7,14703
Maruti Suzuki,Ertiga,MUV,8.11,2017,7,7458
Maruti Suzuki,Gypsy,MUV,6.5,2017,7,185
Maruti Suzuki,Ignis,Hatchback,5.08,2017,7,4435
Maruti Suzuki,Omni,MUV,2.08,2017,7,8714
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,7,2895
Maruti Suzuki,Swift,Hatchback,5.9,2017,7,13738
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,7,15243
Maruti Suzuki,WagonR,Hatchback,5.16,2017,7,16301
Maruti Suzuki,Еесо,MUV,4.53,2017,7,7000
Nissan,Micra,Hatchback,6.63,2017,7,457
Nissan,Sunny,Sedan,7.07,2017,7,167
Nissan,Terrano,SUV,10,2017,7,257
Renault,Kwid,Hatchback,4.24,2017,7,7471
Renault,Lodgy,MUV,8.63,2017,7,280
Skoda,Octavia,Sedan,26.29,2017,7,457
Skoda,Rapid,Sedan,11.99,2017,7,790
Skoda,Superb,Sedan,32.85,2017,7,170
Tata,Bolt,Hatchback,5.25,2017,7,351
Tata,Nano,Hatchback,2.05,2017,7,260
Tata,"Safari, Storme",SUV,11.09,2017,7,476
Tata,Sumo,MUV,5.26,2017,7,768
Tata,Tiago,Hatchback,5.19,2017,7,6274
Tata,Tigor,Sedan,5.79,2017,7,1967
Tata,Zest,Sedan,5.82,2017,7,2389
Tata,Hexa,MUV,13.69,2017,7,1564
Toyota,Camry,Sedan,41.7,2017,7,20
Toyota,Corolla,Sedan,16.46,2017,7,401
Toyota,Etios,Sedan,7.04,2017,7,2738
Toyota,Fortuner,SUV,31.38,2017,7,3444
Toyota,Innova,MUV,17.3,2017,7,9369
Toyota,Landcruiser,SUV,147,2017,7,16
Toyota,"Liva, Cross",Hatchback,5.68,2017,7,1767
Volkswagen,Polo,Hatchback,6.49,2017,7,2056
Volkswagen,Vento,Sedan,10,2017,7,648
Datsun,Go,Hatchback,4.03,2017,8,482
Datsun,Go Plus,MUV,4.26,2017,8,501
Datsun,RediGo,Hatchback,3.98,2017,8,2718
Fiat,"Evo, Avventura",Hatchback,6.57,2017,8,189
Fiat,Linea,Sedan,7.19,2017,8,49
Ford,Aspire,Sedan,7.28,2017,8,1392
Ford,EcoSport,SUV,8.19,2017,8,4444
Ford,Endeavour,SUV,29.99,2017,8,1163
Ford,Figo,Hatchback,5.82,2017,8,775
Ford,Mustang,Others,74.61,2017,8,3
Honda,Amaze,Sedan,6.38,2017,8,1928
Honda,Brio,Hatchback,4.73,2017,8,640
Honda,BRV,SUV,13.9,2017,8,1247
Honda,City,Sedan,15.18,2017,8,5538
Honda,CRV,SUV,28.34,2017,8,55
Honda,Jazz,Hatchback,7.81,2017,8,2747
Honda,WRV,SUV,8.82,2017,8,5200
Hyundai,Creta,SUV,10.22,2017,8,10158
Hyundai,Elantra,Sedan,17.86,2017,8,251
Hyundai,Elite i20,Hatchback,5.57,2017,8,11832
Hyundai,Eon,Hatchback,3.33,2017,8,4058
Hyundai,Grand i10,Hatchback,5,2017,8,12306
Hyundai,Tucson,SUV,23,2017,8,251
Hyundai,Verna,Sedan,8,2017,8,4779
Hyundai,Xcent,Sedan,6,2017,8,3467
Mahindra,Bolero,MUV,8.99,2017,8,6215
Mahindra,KUV100,Hatchback,6.19,2017,8,1074
Mahindra,Scorpio,SUV,13.18,2017,8,4386
Mahindra,TUV300,SUV,15,2017,8,2249
Mahindra,"Verito, Vibe",Sedan,10,2017,8,62
Mahindra,XUV500,SUV,13,2017,8,2969
Mahindra,Xylo,MUV,8.86,2017,8,634
Maruti Suzuki,Alto,Hatchback,3.25,2017,8,21521
Maruti Suzuki,Baleno,Hatchback,6.03,2017,8,17190
Maruti Suzuki,Celerio,Hatchback,5.14,2017,8,9210
Maruti Suzuki,Ciaz,Sedan,8.67,2017,8,6457
Maruti Suzuki,Dzire,Sedan,6.09,2017,8,30934
Maruti Suzuki,Ertiga,MUV,8.11,2017,8,6076
Maruti Suzuki,Gypsy,MUV,6.5,2017,8,922
Maruti Suzuki,Ignis,Hatchback,5.08,2017,8,4047
Maruti Suzuki,Omni,MUV,2.08,2017,8,7727
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,8,48
Maruti Suzuki,Swift,Hatchback,5.9,2017,8,12631
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,8,14396
Maruti Suzuki,WagonR,Hatchback,5.16,2017,8,13907
Maruti Suzuki,Еесо,MUV,4.53,2017,8,6204
Nissan,Micra,Hatchback,6.63,2017,8,557
Nissan,Sunny,Sedan,7.07,2017,8,196
Nissan,Terrano,SUV,10,2017,8,325
Renault,Kwid,Hatchback,4.24,2017,8,7802
Renault,Lodgy,MUV,8.63,2017,8,381
Skoda,Octavia,Sedan,26.29,2017,8,354
Skoda,Rapid,Sedan,11.99,2017,8,1035
Skoda,Superb,Sedan,32.85,2017,8,367
Tata,Bolt,Hatchback,5.25,2017,8,231
Tata,Nano,Hatchback,2.05,2017,8,180
Tata,"Safari, Storme",SUV,11.09,2017,8,456
Tata,Sumo,MUV,5.26,2017,8,707
Tata,Tiago,Hatchback,5.19,2017,8,7036
Tata,Tigor,Sedan,5.79,2017,8,2103
Tata,Zest,Sedan,5.82,2017,8,1743
Tata,Hexa,MUV,13.69,2017,8,1712
Toyota,Camry,Sedan,41.7,2017,8,35
Toyota,Corolla,Sedan,16.46,2017,8,584
Toyota,Etios,Sedan,7.04,2017,8,2025
Toyota,Fortuner,SUV,31.38,2017,8,2116
Toyota,Innova,MUV,17.3,2017,8,5963
Toyota,Landcruiser,SUV,147,2017,8,25
Toyota,"Liva, Cross",Hatchback,5.68,2017,8,1266
Volkswagen,Polo,Hatchback,6.49,2017,8,1709
Volkswagen,Vento,Sedan,10,2017,8,876
Datsun,Go,Hatchback,4.03,2017,9,532
Datsun,Go Plus,MUV,4.26,2017,9,684
Datsun,RediGo,Hatchback,3.98,2017,9,2650
Fiat,"Evo, Avventura",Hatchback,6.57,2017,9,168
Fiat,Linea,Sedan,7.19,2017,9,40
Ford,Aspire,Sedan,7.28,2017,9,2208
Ford,EcoSport,SUV,8.19,2017,9,4934
Ford,Endeavour,SUV,29.99,2017,9,460
Ford,Figo,Hatchback,5.82,2017,9,1159
Ford,Mustang,Others,74.61,2017,9,8
Honda,Amaze,Sedan,6.38,2017,9,2561
Honda,Brio,Hatchback,4.73,2017,9,504
Honda,BRV,SUV,13.9,2017,9,1298
Honda,City,Sedan,15.18,2017,9,6010
Honda,CRV,SUV,28.34,2017,9,31
Honda,Jazz,Hatchback,7.81,2017,9,3001
Honda,WRV,SUV,8.82,2017,9,4834
Hyundai,Creta,SUV,10.22,2017,9,9292
Hyundai,Elantra,Sedan,17.86,2017,9,170
Hyundai,Elite i20,Hatchback,5.57,2017,9,11574
Hyundai,Eon,Hatchback,3.33,2017,9,5144
Hyundai,Grand i10,Hatchback,5,2017,9,14099
Hyundai,Tucson,SUV,23,2017,9,86
Hyundai,Verna,Sedan,8,2017,9,6054
Hyundai,Xcent,Sedan,6,2017,9,3609
Mahindra,Bolero,MUV,8.99,2017,9,8646
Mahindra,KUV100,Hatchback,6.19,2017,9,1300
Mahindra,Scorpio,SUV,13.18,2017,9,6260
Mahindra,TUV300,SUV,15,2017,9,2727
Mahindra,"Verito, Vibe",Sedan,10,2017,9,76
Mahindra,XUV500,SUV,13,2017,9,3343
Mahindra,Xylo,MUV,8.86,2017,9,773
Maruti Suzuki,Alto,Hatchback,3.25,2017,9,23830
Maruti Suzuki,Baleno,Hatchback,6.03,2017,9,16238
Maruti Suzuki,Celerio,Hatchback,5.14,2017,9,4797
Maruti Suzuki,Ciaz,Sedan,8.67,2017,9,5603
Maruti Suzuki,Dzire,Sedan,6.09,2017,9,34305
Maruti Suzuki,Ertiga,MUV,8.11,2017,9,5683
Maruti Suzuki,Gypsy,MUV,6.5,2017,9,564
Maruti Suzuki,Ignis,Hatchback,5.08,2017,9,4271
Maruti Suzuki,Omni,MUV,2.08,2017,9,6920
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,9,385
Maruti Suzuki,Swift,Hatchback,5.9,2017,9,13193
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,9,13268
Maruti Suzuki,WagonR,Hatchback,5.16,2017,9,14649
Maruti Suzuki,Еесо,MUV,4.53,2017,9,6815
Nissan,Micra,Hatchback,6.63,2017,9,642
Nissan,Sunny,Sedan,7.07,2017,9,242
Nissan,Terrano,SUV,10,2017,9,252
Renault,Kwid,Hatchback,4.24,2017,9,9099
Renault,Lodgy,MUV,8.63,2017,9,286
Skoda,Octavia,Sedan,26.29,2017,9,186
Skoda,Rapid,Sedan,11.99,2017,9,1312
Skoda,Superb,Sedan,32.85,2017,9,153
Tata,Bolt,Hatchback,5.25,2017,9,215
Tata,Nano,Hatchback,2.05,2017,9,124
Tata,"Safari, Storme",SUV,11.09,2017,9,481
Tata,Sumo,MUV,5.26,2017,9,550
Tata,Tiago,Hatchback,5.19,2017,9,8316
Tata,Tigor,Sedan,5.79,2017,9,1770
Tata,Zest,Sedan,5.82,2017,9,1607
Tata,Hexa,MUV,13.69,2017,9,1245
Toyota,Camry,Sedan,41.7,2017,9,32
Toyota,Corolla,Sedan,16.46,2017,9,354
Toyota,Etios,Sedan,7.04,2017,9,2183
Toyota,Fortuner,SUV,31.38,2017,9,2185
Toyota,Innova,MUV,17.3,2017,9,6323
Toyota,Landcruiser,SUV,147,2017,9,11
Toyota,"Liva, Cross",Hatchback,5.68,2017,9,1247
Volkswagen,Polo,Hatchback,6.49,2017,9,2323
Volkswagen,Vento,Sedan,10,2017,9,794
Datsun,Go,Hatchback,4.03,2017,10,579
Datsun,Go Plus,MUV,4.26,2017,10,437
Datsun,RediGo,Hatchback,3.98,2017,10,2544
Fiat,"Evo, Avventura",Hatchback,6.57,2017,10,90
Fiat,Linea,Sedan,7.19,2017,10,33
Ford,Aspire,Sedan,7.28,2017,10,2180
Ford,EcoSport,SUV,8.19,2017,10,400
Ford,Endeavour,SUV,29.99,2017,10,523
Ford,Figo,Hatchback,5.82,2017,10,1112
Ford,Mustang,Others,74.61,2017,10,3
Honda,Amaze,Sedan,6.38,2017,10,1845
Honda,Brio,Hatchback,4.73,2017,10,640
Honda,BRV,SUV,13.9,2017,10,1280
Honda,City,Sedan,15.18,2017,10,4366
Honda,CRV,SUV,28.34,2017,10,14
Honda,Jazz,Hatchback,7.81,2017,10,2646
Honda,WRV,SUV,8.82,2017,10,3443
Hyundai,Creta,SUV,10.22,2017,10,9248
Hyundai,Elantra,Sedan,17.86,2017,10,184
Hyundai,Elite i20,Hatchback,5.57,2017,10,11012
Hyundai,Eon,Hatchback,3.33,2017,10,6350
Hyundai,Grand i10,Hatchback,5,2017,10,14417
Hyundai,Tucson,SUV,23,2017,10,185
Hyundai,Verna,Sedan,8,2017,10,4701
Hyundai,Xcent,Sedan,6,2017,10,3491
Mahindra,Bolero,MUV,8.99,2017,10,8395
Mahindra,KUV100,Hatchback,6.19,2017,10,3621
Mahindra,Scorpio,SUV,13.18,2017,10,3422
Mahindra,TUV300,SUV,15,2017,10,2781
Mahindra,"Verito, Vibe",Sedan,10,2017,10,33
Mahindra,XUV500,SUV,13,2017,10,2697
Mahindra,Xylo,MUV,8.86,2017,10,550
Maruti Suzuki,Alto,Hatchback,3.25,2017,10,19447
Maruti Suzuki,Baleno,Hatchback,6.03,2017,10,14532
Maruti Suzuki,Celerio,Hatchback,5.14,2017,10,12209
Maruti Suzuki,Ciaz,Sedan,8.67,2017,10,4107
Maruti Suzuki,Dzire,Sedan,6.09,2017,10,20610
Maruti Suzuki,Ertiga,MUV,8.11,2017,10,4769
Maruti Suzuki,Gypsy,MUV,6.5,2017,10,1419
Maruti Suzuki,Ignis,Hatchback,5.08,2017,10,3072
Maruti Suzuki,Omni,MUV,2.08,2017,10,6678
Maruti Suzuki,S-Cross,Hatchback,8.6,2017,10,5510
Maruti Suzuki,Swift,Hatchback,5.9,2017,10,12057
Maruti Suzuki,Vitara Brezza,SUV,7.68,2017,10,11684
Maruti Suzuki,WagonR,Hatchback,5.16,2017,10,13043
Maruti Suzuki,Еесо,MUV,4.53,2017,10,5991
Nissan,Micra,Hatchback,6.63,2017,10,686
Nissan,Sunny,Sedan,7.07,2017,10,163
Nissan,Terrano,SUV,10,2017,10,236
Renault,Kwid,Hatchback,4.24,2017,10,8136
Renault,Lodgy,MUV,8.63,2017,10,250
Skoda,Octavia,Sedan,26.29,2017,10,253
Skoda,Rapid,Sedan,11.99,2017,10,1086
Skoda,Superb,Sedan,32.85,2017,10,78
Tata,Bolt,Hatchback,5.25,2017,10,229
Tata,Nano,Hatchback,2.05,2017,10,57
Tata,"Safari, Storme",SUV,11.09,2017,10,486
Tata,Sumo,MUV,5.26,2017,10,518
Tata,Tiago,Hatchback,5.19,2017,10,6990
Tata,Tigor,Sedan,5.79,2017,10,1945
Tata,Zest,Sedan,5.82,2017,10,1874
Tata,Hexa,MUV,13.69,2017,10,1041
Toyota,Camry,Sedan,41.7,2017,10,27
Toyota,Corolla,Sedan,16.46,2017,10,325
Toyota,Etios,Sedan,7.04,2017,10,2440
Toyota,Fortuner,SUV,31.38,2017,10,2192
Toyota,Innova,MUV,17.3,2017,10,6455
Toyota,Landcruiser,SUV,147,2017,10,5
Toyota,"Liva, Cross",Hatchback,5.68,2017,10,959
Volkswagen,Polo,Hatchback,6.49,2017,10,2165
Volkswagen,Vento,Sedan,10,2017,10,411
Datsun,Go,Hatchback,4.03,2017,11,351
Datsun,Go Plus,MUV,4.26,2017,11,527
Datsun,RediGo,Hatchback,3.98,2017,11,2199
Fiat,"Evo, Avventura",Hatchback,6.57,2017,11,60
Fiat,Linea,Sedan,7.19,2017,11,12
Ford,Aspire,Sedan,7.28,2017,11,1151
Ford,EcoSport,SUV,8.19,2017,11,5474
Ford,Endeavour,SUV,29.99,2017,11,549
Ford,Figo,Hatchback,5.82,2017,11,599
Ford,Mustang,Others,74.61,2017,11,4
Honda,Amaze,Sedan,6.38,2017,11,1976
Honda,Brio,Hatchback,4.73,2017,11,154
Honda,BRV,SUV,13.9,2017,11,793
Honda,City,Sedan,15.18,2017,11,3315
Honda,CRV,SUV,28.34,2017,11,21
Honda,Jazz,Hatchback,7.81,2017,11,2039
Honda,WRV,SUV,8.82,2017,11,3521
Hyundai,Creta,SUV,10.22,2017,11,8528
Hyundai,Elantra,Sedan,17.86,2017,11,144
Hyundai,Elite i20,Hatchback,5.57,2017,11,10236
Hyundai,Eon,Hatchback,3.33,2017,11,5137
Hyundai,Grand i10,Hatchback,5,2017,11,13249
Hyundai,Tucson,SUV,23,2017,11,122
Hyundai,Verna,Sedan,8,2017,11,3751
